"back_hospital.yyyymmdd","back_hospital.area","back_hospital.sex","back_hospital.frequency"
20130128,"광주",1,1
20130128,"광주",2,2
20130128,"대구",1,1
20130128,"대구",2,1
20130128,"대전",1,0
20130128,"대전",2,1
20130128,"부산",1,0
20130128,"부산",2,2
20130128,"서울",1,4
20130128,"서울",2,1
20130128,"세종",1,0
20130128,"세종",2,0
20130128,"울산",1,1
20130128,"울산",2,0
20130128,"인천",1,3
20130128,"인천",2,1
20130128,"전남",1,2
20130128,"전남",2,5
20130128,"전북",1,1
20130128,"전북",2,3
20130128,"제주",1,0
20130128,"제주",2,0
20130128,"충남",1,2
20130128,"충남",2,2
20130128,"충북",1,1
20130128,"충북",2,3
20130129,"강원",1,2
20130129,"강원",2,2
20130129,"경기",1,3
20130129,"경기",2,7
20130129,"경남",1,2
20130129,"경남",2,1
20130129,"경북",1,1
20130129,"경북",2,2
20130129,"광주",1,1
20130129,"광주",2,1
20130129,"대구",1,2
20130129,"대구",2,3
20130129,"대전",1,0
20130129,"대전",2,0
20130129,"부산",1,1
20130129,"부산",2,1
20130129,"서울",1,5
20130129,"서울",2,5
20130129,"세종",1,0
20130129,"세종",2,0
20130129,"울산",1,1
20130129,"울산",2,0
20130129,"인천",1,3
20130129,"인천",2,1
20130129,"전남",1,2
20130129,"전남",2,2
20130129,"전북",1,1
20130129,"전북",2,1
20130129,"제주",1,0
20130129,"제주",2,0
20130129,"충남",1,1
20130129,"충남",2,1
20130129,"충북",1,0
20130129,"충북",2,3
20130130,"강원",1,3
20130130,"강원",2,2
20130130,"경기",1,5
20130130,"경기",2,8
20130130,"경남",1,5
20130130,"경남",2,1
20130130,"경북",1,2
20130130,"경북",2,0
20130130,"광주",1,1
20130130,"광주",2,1
20130130,"대구",1,1
20130130,"대구",2,3
20130130,"대전",1,2
20130130,"대전",2,0
20130130,"부산",1,0
20130130,"부산",2,5
20130130,"서울",1,1
20130130,"서울",2,3
20130130,"세종",1,1
20130130,"세종",2,0
20130130,"울산",1,0
20130130,"울산",2,1
20130130,"인천",1,1
20130130,"인천",2,1
20130130,"전남",1,2
20130130,"전남",2,1
20130130,"전북",1,1
20130130,"전북",2,0
20130130,"제주",1,1
20130130,"제주",2,0
20130130,"충남",1,1
20130130,"충남",2,0
20130130,"충북",1,1
20130130,"충북",2,1
20130131,"강원",1,1
20130131,"강원",2,2
20130131,"경기",1,3
20130131,"경기",2,1
20130131,"경남",1,1
20130131,"경남",2,1
20130131,"경북",1,3
20130131,"경북",2,3
20130131,"광주",1,1
20130131,"광주",2,1
20130131,"대구",1,0
20130131,"대구",2,0
20130131,"대전",1,0
20130131,"대전",2,0
20130131,"부산",1,0
20130131,"부산",2,4
20130131,"서울",1,3
20130131,"서울",2,5
20130131,"세종",1,0
20130131,"세종",2,0
20130131,"울산",1,0
20130131,"울산",2,0
20130131,"인천",1,0
20130131,"인천",2,1
20130131,"전남",1,2
20130131,"전남",2,3
20130131,"전북",1,2
20130131,"전북",2,1
20130131,"제주",1,0
20130131,"제주",2,2
20130131,"충남",1,1
20130131,"충남",2,1
20130131,"충북",1,0
20130131,"충북",2,2
20130201,"강원",1,1
20130201,"강원",2,1
20130201,"경기",1,4
20130201,"경기",2,3
20130201,"경남",1,3
20130201,"경남",2,3
20130201,"경북",1,5
20130201,"경북",2,4
20130201,"광주",1,1
20130201,"광주",2,0
20130201,"대구",1,4
20130201,"대구",2,2
20130201,"대전",1,2
20130201,"대전",2,1
20130201,"부산",1,4
20130201,"부산",2,4
20130201,"서울",1,5
20130201,"서울",2,4
20130201,"세종",1,0
20130201,"세종",2,0
20130201,"울산",1,0
20130201,"울산",2,1
20130201,"인천",1,0
20130201,"인천",2,2
20130201,"전남",1,3
20130201,"전남",2,0
20130201,"전북",1,5
20130201,"전북",2,4
20130201,"제주",1,0
20130201,"제주",2,1
20130201,"충남",1,3
20130201,"충남",2,1
20130201,"충북",1,3
20130201,"충북",2,3
20130202,"강원",1,0
20130202,"강원",2,0
20130202,"경기",1,3
20130202,"경기",2,9
20130202,"경남",1,2
20130202,"경남",2,0
20130202,"경북",1,4
20130202,"경북",2,1
20130202,"광주",1,1
20130202,"광주",2,1
20130202,"대구",1,1
20130202,"대구",2,1
20130202,"대전",1,0
20130202,"대전",2,2
20130202,"부산",1,0
20130202,"부산",2,2
20130202,"서울",1,2
20130202,"서울",2,3
20130202,"세종",1,0
20130202,"세종",2,0
20130202,"울산",1,0
20130202,"울산",2,0
20130202,"인천",1,0
20130202,"인천",2,1
20130202,"전남",1,1
20130202,"전남",2,1
20130202,"전북",1,1
20130202,"전북",2,0
20130202,"제주",1,2
20130202,"제주",2,0
20130202,"충남",1,0
20130202,"충남",2,1
20130202,"충북",1,0
20130202,"충북",2,0
20130203,"강원",1,1
20130203,"강원",2,0
20130203,"경기",1,6
20130203,"경기",2,2
20130203,"경남",1,2
20130203,"경남",2,1
20130203,"경북",1,1
20130203,"경북",2,4
20130203,"광주",1,0
20130203,"광주",2,1
20130203,"대구",1,2
20130203,"대구",2,2
20130203,"대전",1,0
20130203,"대전",2,0
20130203,"부산",1,0
20130203,"부산",2,0
20130203,"서울",1,3
20130203,"서울",2,4
20130203,"세종",1,0
20130203,"세종",2,0
20130203,"울산",1,1
20130203,"울산",2,0
20130203,"인천",1,0
20130203,"인천",2,1
20130203,"전남",1,0
20130203,"전남",2,2
20130203,"전북",1,1
20130203,"전북",2,1
20130203,"제주",1,0
20130203,"제주",2,0
20130203,"충남",1,2
20130203,"충남",2,2
20130203,"충북",1,2
20130203,"충북",2,0
20130204,"강원",1,1
20130204,"강원",2,0
20130204,"경기",1,3
20130204,"경기",2,4
20130204,"경남",1,2
20130204,"경남",2,6
20130204,"경북",1,2
20130204,"경북",2,5
20130204,"광주",1,0
20130204,"광주",2,0
20130204,"대구",1,3
20130204,"대구",2,1
20130204,"대전",1,0
20130204,"대전",2,1
20130204,"부산",1,3
20130204,"부산",2,1
20130204,"서울",1,4
20130204,"서울",2,3
20130204,"세종",1,0
20130204,"세종",2,0
20130204,"울산",1,0
20130204,"울산",2,0
20130204,"인천",1,2
20130204,"인천",2,4
20130204,"전남",1,1
20130204,"전남",2,0
20130204,"전북",1,0
20130204,"전북",2,3
20130204,"제주",1,0
20130204,"제주",2,0
20130204,"충남",1,0
20130204,"충남",2,2
20130204,"충북",1,0
20130204,"충북",2,1
20130205,"강원",1,0
20130205,"강원",2,0
20130205,"경기",1,6
20130205,"경기",2,4
20130205,"경남",1,3
20130205,"경남",2,5
20130205,"경북",1,1
20130205,"경북",2,4
20130205,"광주",1,3
20130205,"광주",2,0
20130205,"대구",1,0
20130205,"대구",2,1
20130205,"대전",1,0
20130205,"대전",2,1
20130205,"부산",1,2
20130205,"부산",2,3
20130205,"서울",1,2
20130205,"서울",2,4
20130205,"세종",1,2
20130205,"세종",2,0
20130205,"울산",1,0
20130205,"울산",2,0
20130205,"인천",1,0
20130205,"인천",2,6
20130205,"전남",1,1
20130205,"전남",2,3
20130205,"전북",1,2
20130205,"전북",2,3
20130205,"제주",1,0
20130205,"제주",2,1
20130205,"충남",1,3
20130205,"충남",2,1
20130205,"충북",1,1
20130205,"충북",2,3
20130206,"강원",1,1
20130206,"강원",2,2
20130206,"경기",1,6
20130206,"경기",2,7
20130206,"경남",1,2
20130206,"경남",2,2
20130206,"경북",1,2
20130206,"경북",2,0
20130206,"광주",1,0
20130206,"광주",2,0
20130206,"대구",1,2
20130206,"대구",2,0
20130206,"대전",1,0
20130206,"대전",2,0
20130206,"부산",1,1
20130206,"부산",2,1
20130206,"서울",1,3
20130206,"서울",2,2
20130206,"세종",1,0
20130206,"세종",2,0
20130206,"울산",1,0
20130206,"울산",2,0
20130206,"인천",1,1
20130206,"인천",2,1
20130206,"전남",1,1
20130206,"전남",2,2
20130206,"전북",1,0
20130206,"전북",2,0
20130206,"제주",1,0
20130206,"제주",2,0
20130206,"충남",1,0
20130206,"충남",2,0
20130206,"충북",1,2
20130206,"충북",2,3
20130207,"강원",1,1
20130207,"강원",2,0
20130207,"경기",1,5
20130207,"경기",2,2
20130207,"경남",1,2
20130207,"경남",2,2
20130207,"경북",1,4
20130207,"경북",2,0
20130207,"광주",1,2
20130207,"광주",2,0
20130207,"대구",1,2
20130207,"대구",2,2
20130207,"대전",1,2
20130207,"대전",2,0
20130207,"부산",1,3
20130207,"부산",2,0
20130207,"서울",1,4
20130207,"서울",2,1
20130207,"세종",1,0
20130207,"세종",2,0
20130207,"울산",1,1
20130207,"울산",2,1
20130207,"인천",1,1
20130207,"인천",2,1
20130207,"전남",1,1
20130207,"전남",2,1
20130207,"전북",1,1
20130207,"전북",2,1
20130207,"제주",1,0
20130207,"제주",2,1
20130207,"충남",1,1
20130207,"충남",2,0
20130207,"충북",1,1
20130207,"충북",2,1
20130208,"강원",1,0
20130208,"강원",2,1
20130208,"경기",1,5
20130208,"경기",2,4
20130208,"경남",1,2
20130208,"경남",2,1
20130208,"경북",1,1
20130208,"경북",2,1
20130208,"광주",1,0
20130208,"광주",2,1
20130208,"대구",1,1
20130208,"대구",2,1
20130208,"대전",1,1
20130208,"대전",2,1
20130208,"부산",1,2
20130208,"부산",2,2
20130208,"서울",1,1
20130208,"서울",2,3
20130208,"세종",1,0
20130208,"세종",2,0
20130208,"울산",1,0
20130208,"울산",2,0
20130208,"인천",1,1
20130208,"인천",2,0
20130208,"전남",1,1
20130208,"전남",2,2
20130208,"전북",1,2
20130208,"전북",2,1
20130208,"제주",1,2
20130208,"제주",2,0
20130208,"충남",1,1
20130208,"충남",2,1
20130208,"충북",1,0
20130208,"충북",2,2
20130209,"강원",1,0
20130209,"강원",2,3
20130209,"경기",1,1
20130209,"경기",2,2
20130209,"경남",1,0
20130209,"경남",2,2
20130209,"경북",1,2
20130209,"경북",2,1
20130209,"광주",1,4
20130209,"광주",2,0
20130209,"대구",1,2
20130209,"대구",2,0
20130209,"대전",1,0
20130209,"대전",2,0
20130209,"부산",1,0
20130209,"부산",2,2
20130209,"서울",1,5
20130209,"서울",2,3
20130209,"세종",1,0
20130209,"세종",2,0
20130209,"울산",1,1
20130209,"울산",2,0
20130209,"인천",1,1
20130209,"인천",2,1
20130209,"전남",1,0
20130209,"전남",2,3
20130209,"전북",1,0
20130209,"전북",2,1
20130209,"제주",1,0
20130209,"제주",2,1
20130209,"충남",1,0
20130209,"충남",2,2
20130209,"충북",1,2
20130209,"충북",2,0
20130210,"강원",1,2
20130210,"강원",2,1
20130210,"경기",1,2
20130210,"경기",2,3
20130210,"경남",1,1
20130210,"경남",2,1
20130210,"경북",1,0
20130210,"경북",2,1
20130210,"광주",1,0
20130210,"광주",2,1
20130210,"대구",1,1
20130210,"대구",2,0
20130210,"대전",1,0
20130210,"대전",2,0
20130210,"부산",1,0
20130210,"부산",2,1
20130210,"서울",1,3
20130210,"서울",2,3
20130210,"세종",1,0
20130210,"세종",2,0
20130210,"울산",1,0
20130210,"울산",2,0
20130210,"인천",1,0
20130210,"인천",2,1
20130210,"전남",1,0
20130210,"전남",2,0
20130210,"전북",1,1
20130210,"전북",2,0
20130210,"제주",1,0
20130210,"제주",2,0
20130210,"충남",1,1
20130210,"충남",2,1
20130210,"충북",1,1
20130210,"충북",2,2
20130211,"강원",1,1
20130211,"강원",2,0
20130211,"경기",1,4
20130211,"경기",2,2
20130211,"경남",1,2
20130211,"경남",2,1
20130211,"경북",1,3
20130211,"경북",2,0
20130211,"광주",1,1
20130211,"광주",2,0
20130211,"대구",1,1
20130211,"대구",2,0
20130211,"대전",1,1
20130211,"대전",2,0
20130211,"부산",1,2
20130211,"부산",2,1
20130211,"서울",1,1
20130211,"서울",2,4
20130211,"세종",1,0
20130211,"세종",2,0
20130211,"울산",1,0
20130211,"울산",2,0
20130211,"인천",1,1
20130211,"인천",2,0
20130211,"전남",1,0
20130211,"전남",2,1
20130211,"전북",1,2
20130211,"전북",2,2
20130211,"제주",1,0
20130211,"제주",2,0
20130211,"충남",1,1
20130211,"충남",2,0
20130211,"충북",1,2
20130211,"충북",2,0
20130212,"강원",1,1
20130212,"강원",2,1
20130212,"경기",1,7
20130212,"경기",2,9
20130212,"경남",1,1
20130212,"경남",2,4
20130212,"경북",1,2
20130212,"경북",2,3
20130212,"광주",1,2
20130212,"광주",2,0
20130212,"대구",1,3
20130212,"대구",2,4
20130212,"대전",1,0
20130212,"대전",2,2
20130212,"부산",1,3
20130212,"부산",2,5
20130212,"서울",1,4
20130212,"서울",2,5
20130212,"세종",1,0
20130212,"세종",2,0
20130212,"울산",1,0
20130212,"울산",2,0
20130212,"인천",1,1
20130212,"인천",2,1
20130212,"전남",1,3
20130212,"전남",2,2
20130212,"전북",1,3
20130212,"전북",2,1
20130212,"제주",1,3
20130212,"제주",2,1
20130212,"충남",1,2
20130212,"충남",2,1
20130212,"충북",1,2
20130212,"충북",2,1
20130213,"강원",1,0
20130213,"강원",2,3
20130213,"경기",1,7
20130213,"경기",2,4
20130213,"경남",1,2
20130213,"경남",2,1
20130213,"경북",1,3
20130213,"경북",2,5
20130213,"광주",1,0
20130213,"광주",2,0
20130213,"대구",1,1
20130213,"대구",2,2
20130213,"대전",1,0
20130213,"대전",2,1
20130213,"부산",1,2
20130213,"부산",2,1
20130213,"서울",1,3
20130213,"서울",2,5
20130213,"세종",1,0
20130213,"세종",2,0
20130213,"울산",1,2
20130213,"울산",2,0
20130213,"인천",1,2
20130213,"인천",2,5
20130213,"전남",1,0
20130213,"전남",2,0
20130213,"전북",1,0
20130213,"전북",2,0
20130213,"제주",1,0
20130213,"제주",2,0
20130213,"충남",1,2
20130213,"충남",2,2
20130213,"충북",1,2
20130213,"충북",2,0
20130214,"강원",1,0
20130214,"강원",2,2
20130214,"경기",1,8
20130214,"경기",2,12
20130214,"경남",1,0
20130214,"경남",2,5
20130214,"경북",1,1
20130214,"경북",2,3
20130214,"광주",1,2
20130214,"광주",2,0
20130214,"대구",1,3
20130214,"대구",2,1
20130214,"대전",1,0
20130214,"대전",2,0
20130214,"부산",1,2
20130214,"부산",2,0
20130214,"서울",1,5
20130214,"서울",2,6
20130214,"세종",1,2
20130214,"세종",2,0
20130214,"울산",1,0
20130214,"울산",2,0
20130214,"인천",1,1
20130214,"인천",2,1
20130214,"전남",1,1
20130214,"전남",2,3
20130214,"전북",1,1
20130214,"전북",2,1
20130214,"제주",1,1
20130214,"제주",2,0
20130214,"충남",1,2
20130214,"충남",2,2
20130214,"충북",1,1
20130214,"충북",2,1
20130215,"강원",1,1
20130215,"강원",2,1
20130215,"경기",1,6
20130215,"경기",2,7
20130215,"경남",1,4
20130215,"경남",2,2
20130215,"경북",1,0
20130215,"경북",2,1
20130215,"광주",1,0
20130215,"광주",2,0
20130215,"대구",1,1
20130215,"대구",2,1
20130215,"대전",1,0
20130215,"대전",2,1
20130215,"부산",1,1
20130215,"부산",2,1
20130215,"서울",1,7
20130215,"서울",2,4
20130215,"세종",1,0
20130215,"세종",2,0
20130215,"울산",1,2
20130215,"울산",2,3
20130215,"인천",1,1
20130215,"인천",2,1
20130215,"전남",1,1
20130215,"전남",2,2
20130215,"전북",1,2
20130215,"전북",2,1
20130215,"제주",1,0
20130215,"제주",2,0
20130215,"충남",1,3
20130215,"충남",2,2
20130215,"충북",1,1
20130215,"충북",2,1
20130216,"강원",1,1
20130216,"강원",2,0
20130216,"경기",1,2
20130216,"경기",2,5
20130216,"경남",1,2
20130216,"경남",2,0
20130216,"경북",1,1
20130216,"경북",2,1
20130216,"광주",1,2
20130216,"광주",2,0
20130216,"대구",1,0
20130216,"대구",2,0
20130216,"대전",1,0
20130216,"대전",2,0
20130216,"부산",1,1
20130216,"부산",2,2
20130216,"서울",1,2
20130216,"서울",2,3
20130216,"세종",1,0
20130216,"세종",2,0
20130216,"울산",1,0
20130216,"울산",2,0
20130216,"인천",1,0
20130216,"인천",2,0
20130216,"전남",1,2
20130216,"전남",2,2
20130216,"전북",1,0
20130216,"전북",2,2
20130216,"제주",1,0
20130216,"제주",2,0
20130216,"충남",1,1
20130216,"충남",2,0
20130216,"충북",1,1
20130216,"충북",2,0
20130217,"강원",1,1
20130217,"강원",2,1
20130217,"경기",1,2
20130217,"경기",2,2
20130217,"경남",1,0
20130217,"경남",2,1
20130217,"경북",1,1
20130217,"경북",2,3
20130217,"광주",1,1
20130217,"광주",2,0
20130217,"대구",1,0
20130217,"대구",2,2
20130217,"대전",1,2
20130217,"대전",2,0
20130217,"부산",1,1
20130217,"부산",2,2
20130217,"서울",1,0
20130217,"서울",2,0
20130217,"세종",1,0
20130217,"세종",2,0
20130217,"울산",1,0
20130217,"울산",2,0
20130217,"인천",1,0
20130217,"인천",2,1
20130217,"전남",1,1
20130217,"전남",2,1
20130217,"전북",1,1
20130217,"전북",2,1
20130217,"제주",1,0
20130217,"제주",2,0
20130217,"충남",1,0
20130217,"충남",2,1
20130217,"충북",1,0
20130217,"충북",2,1
20130218,"강원",1,0
20130218,"강원",2,0
20130218,"경기",1,7
20130218,"경기",2,4
20130218,"경남",1,5
20130218,"경남",2,1
20130218,"경북",1,5
20130218,"경북",2,3
20130218,"광주",1,1
20130218,"광주",2,0
20130218,"대구",1,0
20130218,"대구",2,1
20130218,"대전",1,1
20130218,"대전",2,2
20130218,"부산",1,4
20130218,"부산",2,3
20130218,"서울",1,1
20130218,"서울",2,4
20130218,"세종",1,0
20130218,"세종",2,0
20130218,"울산",1,0
20130218,"울산",2,1
20130218,"인천",1,2
20130218,"인천",2,4
20130218,"전남",1,3
20130218,"전남",2,6
20130218,"전북",1,1
20130218,"전북",2,1
20130218,"제주",1,0
20130218,"제주",2,0
20130218,"충남",1,2
20130218,"충남",2,1
20130218,"충북",1,0
20130218,"충북",2,0
20130219,"강원",1,1
20130219,"강원",2,0
20130219,"경기",1,6
20130219,"경기",2,3
20130219,"경남",1,5
20130219,"경남",2,2
20130219,"경북",1,3
20130219,"경북",2,3
20130219,"광주",1,3
20130219,"광주",2,2
20130219,"대구",1,0
20130219,"대구",2,0
20130219,"대전",1,1
20130219,"대전",2,1
20130219,"부산",1,1
20130219,"부산",2,1
20130219,"서울",1,5
20130219,"서울",2,6
20130219,"세종",1,0
20130219,"세종",2,0
20130219,"울산",1,1
20130219,"울산",2,0
20130219,"인천",1,2
20130219,"인천",2,0
20130219,"전남",1,0
20130219,"전남",2,1
20130219,"전북",1,1
20130219,"전북",2,2
20130219,"제주",1,1
20130219,"제주",2,0
20130219,"충남",1,4
20130219,"충남",2,1
20130219,"충북",1,0
20130219,"충북",2,2
20130220,"강원",1,1
20130220,"강원",2,2
20130220,"경기",1,6
20130220,"경기",2,7
20130220,"경남",1,3
20130220,"경남",2,1
20130220,"경북",1,1
20130220,"경북",2,3
20130220,"광주",1,1
20130220,"광주",2,0
20130220,"대구",1,0
20130220,"대구",2,2
20130220,"대전",1,4
20130220,"대전",2,0
20130220,"부산",1,4
20130220,"부산",2,2
20130220,"서울",1,4
20130220,"서울",2,2
20130220,"세종",1,0
20130220,"세종",2,0
20130220,"울산",1,0
20130220,"울산",2,1
20130220,"인천",1,3
20130220,"인천",2,2
20130220,"전남",1,1
20130220,"전남",2,4
20130220,"전북",1,1
20130220,"전북",2,3
20130220,"제주",1,0
20130220,"제주",2,0
20130220,"충남",1,3
20130220,"충남",2,1
20130220,"충북",1,0
20130220,"충북",2,2
20130221,"강원",1,1
20130221,"강원",2,1
20130221,"경기",1,5
20130221,"경기",2,1
20130221,"경남",1,2
20130221,"경남",2,3
20130221,"경북",1,0
20130221,"경북",2,0
20130221,"광주",1,0
20130221,"광주",2,0
20130221,"대구",1,0
20130221,"대구",2,1
20130221,"대전",1,1
20130221,"대전",2,0
20130221,"부산",1,1
20130221,"부산",2,2
20130221,"서울",1,0
20130221,"서울",2,3
20130221,"세종",1,0
20130221,"세종",2,0
20130221,"울산",1,0
20130221,"울산",2,2
20130221,"인천",1,2
20130221,"인천",2,0
20130221,"전남",1,0
20130221,"전남",2,1
20130221,"전북",1,2
20130221,"전북",2,1
20130221,"제주",1,1
20130221,"제주",2,0
20130221,"충남",1,3
20130221,"충남",2,1
20130221,"충북",1,0
20130221,"충북",2,1
20130222,"강원",1,1
20130222,"강원",2,2
20130222,"경기",1,5
20130222,"경기",2,8
20130222,"경남",1,1
20130222,"경남",2,2
20130222,"경북",1,1
20130222,"경북",2,0
20130222,"광주",1,0
20130222,"광주",2,0
20130222,"대구",1,2
20130222,"대구",2,0
20130222,"대전",1,1
20130222,"대전",2,0
20130222,"부산",1,1
20130222,"부산",2,0
20130222,"서울",1,6
20130222,"서울",2,5
20130222,"세종",1,1
20130222,"세종",2,0
20130222,"울산",1,0
20130222,"울산",2,1
20130222,"인천",1,2
20130222,"인천",2,2
20130222,"전남",1,1
20130222,"전남",2,2
20130222,"전북",1,1
20130222,"전북",2,2
20130222,"제주",1,0
20130222,"제주",2,0
20130222,"충남",1,1
20130222,"충남",2,0
20130222,"충북",1,1
20130222,"충북",2,0
20130223,"강원",1,0
20130223,"강원",2,2
20130223,"경기",1,3
20130223,"경기",2,9
20130223,"경남",1,2
20130223,"경남",2,5
20130223,"경북",1,3
20130223,"경북",2,0
20130223,"광주",1,0
20130223,"광주",2,1
20130223,"대구",1,1
20130223,"대구",2,0
20130223,"대전",1,2
20130223,"대전",2,0
20130223,"부산",1,6
20130223,"부산",2,1
20130223,"서울",1,3
20130223,"서울",2,4
20130223,"세종",1,0
20130223,"세종",2,0
20130223,"울산",1,0
20130223,"울산",2,0
20130223,"인천",1,1
20130223,"인천",2,0
20130223,"전남",1,3
20130223,"전남",2,3
20130223,"전북",1,3
20130223,"전북",2,0
20130223,"제주",1,0
20130223,"제주",2,0
20130223,"충남",1,0
20130223,"충남",2,0
20130223,"충북",1,0
20130223,"충북",2,3
20130224,"강원",1,1
20130224,"강원",2,0
20130224,"경기",1,4
20130224,"경기",2,3
20130224,"경남",1,0
20130224,"경남",2,3
20130224,"경북",1,2
20130224,"경북",2,3
20130224,"광주",1,0
20130224,"광주",2,1
20130224,"대구",1,1
20130224,"대구",2,1
20130224,"대전",1,1
20130224,"대전",2,1
20130224,"부산",1,0
20130224,"부산",2,3
20130224,"서울",1,3
20130224,"서울",2,0
20130224,"세종",1,0
20130224,"세종",2,0
20130224,"울산",1,0
20130224,"울산",2,0
20130224,"인천",1,2
20130224,"인천",2,0
20130224,"전남",1,3
20130224,"전남",2,1
20130224,"전북",1,1
20130224,"전북",2,2
20130224,"제주",1,0
20130224,"제주",2,0
20130224,"충남",1,3
20130224,"충남",2,1
20130224,"충북",1,0
20130224,"충북",2,2
20130225,"강원",1,1
20130225,"강원",2,3
20130225,"경기",1,6
20130225,"경기",2,7
20130225,"경남",1,0
20130225,"경남",2,2
20130225,"경북",1,3
20130225,"경북",2,3
20130225,"광주",1,1
20130225,"광주",2,0
20130225,"대구",1,1
20130225,"대구",2,1
20130225,"대전",1,1
20130225,"대전",2,1
20130225,"부산",1,2
20130225,"부산",2,3
20130225,"서울",1,7
20130225,"서울",2,5
20130225,"세종",1,0
20130225,"세종",2,0
20130225,"울산",1,1
20130225,"울산",2,0
20130225,"인천",1,1
20130225,"인천",2,0
20130225,"전남",1,1
20130225,"전남",2,2
20130225,"전북",1,3
20130225,"전북",2,0
20130225,"제주",1,0
20130225,"제주",2,1
20130225,"충남",1,3
20130225,"충남",2,2
20130225,"충북",1,2
20130225,"충북",2,2
20130226,"강원",1,1
20130226,"강원",2,3
20130226,"경기",1,5
20130226,"경기",2,4
20130226,"경남",1,2
20130226,"경남",2,2
20130226,"경북",1,3
20130226,"경북",2,1
20130226,"광주",1,0
20130226,"광주",2,3
20130226,"대구",1,0
20130226,"대구",2,2
20130226,"대전",1,0
20130226,"대전",2,2
20130226,"부산",1,1
20130226,"부산",2,4
20130226,"서울",1,1
20130226,"서울",2,3
20130226,"세종",1,0
20130226,"세종",2,0
20130226,"울산",1,1
20130226,"울산",2,0
20130226,"인천",1,1
20130226,"인천",2,1
20130226,"전남",1,0
20130226,"전남",2,3
20130226,"전북",1,0
20130226,"전북",2,3
20130226,"제주",1,0
20130226,"제주",2,0
20130226,"충남",1,0
20130226,"충남",2,1
20130226,"충북",1,2
20130226,"충북",2,0
20130227,"강원",1,1
20130227,"강원",2,0
20130227,"경기",1,2
20130227,"경기",2,6
20130227,"경남",1,4
20130227,"경남",2,2
20130227,"경북",1,0
20130227,"경북",2,0
20130227,"광주",1,0
20130227,"광주",2,1
20130227,"대구",1,0
20130227,"대구",2,4
20130227,"대전",1,0
20130227,"대전",2,0
20130227,"부산",1,3
20130227,"부산",2,3
20130227,"서울",1,5
20130227,"서울",2,1
20130227,"세종",1,1
20130227,"세종",2,0
20130227,"울산",1,1
20130227,"울산",2,0
20130227,"인천",1,0
20130227,"인천",2,3
20130227,"전남",1,1
20130227,"전남",2,2
20130227,"전북",1,2
20130227,"전북",2,1
20130227,"제주",1,0
20130227,"제주",2,1
20130227,"충남",1,0
20130227,"충남",2,1
20130227,"충북",1,0
20130227,"충북",2,1
20130228,"강원",1,0
20130228,"강원",2,1
20130228,"경기",1,9
20130228,"경기",2,5
20130228,"경남",1,2
20130228,"경남",2,3
20130228,"경북",1,1
20130228,"경북",2,1
20130228,"광주",1,1
20130228,"광주",2,2
20130228,"대구",1,1
20130228,"대구",2,0
20130228,"대전",1,3
20130228,"대전",2,0
20130228,"부산",1,0
20130228,"부산",2,1
20130228,"서울",1,3
20130228,"서울",2,4
20130228,"세종",1,0
20130228,"세종",2,0
20130228,"울산",1,0
20130228,"울산",2,3
20130228,"인천",1,1
20130228,"인천",2,0
20130228,"전남",1,1
20130228,"전남",2,4
20130228,"전북",1,2
20130228,"전북",2,3
20130228,"제주",1,1
20130228,"제주",2,2
20130228,"충남",1,0
20130228,"충남",2,2
20130228,"충북",1,0
20130228,"충북",2,1
20130301,"강원",1,1
20130301,"강원",2,0
20130301,"경기",1,4
20130301,"경기",2,8
20130301,"경남",1,3
20130301,"경남",2,5
20130301,"경북",1,1
20130301,"경북",2,2
20130301,"광주",1,0
20130301,"광주",2,3
20130301,"대구",1,0
20130301,"대구",2,5
20130301,"대전",1,1
20130301,"대전",2,0
20130301,"부산",1,4
20130301,"부산",2,1
20130301,"서울",1,2
20130301,"서울",2,3
20130301,"세종",1,0
20130301,"세종",2,0
20130301,"울산",1,0
20130301,"울산",2,0
20130301,"인천",1,1
20130301,"인천",2,3
20130301,"전남",1,2
20130301,"전남",2,3
20130301,"전북",1,2
20130301,"전북",2,3
20130301,"제주",1,0
20130301,"제주",2,0
20130301,"충남",1,1
20130301,"충남",2,2
20130301,"충북",1,2
20130301,"충북",2,1
20130302,"강원",1,1
20130302,"강원",2,0
20130302,"경기",1,5
20130302,"경기",2,7
20130302,"경남",1,1
20130302,"경남",2,3
20130302,"경북",1,4
20130302,"경북",2,3
20130302,"광주",1,2
20130302,"광주",2,0
20130302,"대구",1,1
20130302,"대구",2,2
20130302,"대전",1,0
20130302,"대전",2,1
20130302,"부산",1,2
20130302,"부산",2,0
20130302,"서울",1,2
20130302,"서울",2,1
20130302,"세종",1,0
20130302,"세종",2,0
20130302,"울산",1,0
20130302,"울산",2,0
20130302,"인천",1,0
20130302,"인천",2,1
20130302,"전남",1,3
20130302,"전남",2,0
20130302,"전북",1,2
20130302,"전북",2,1
20130302,"제주",1,0
20130302,"제주",2,0
20130302,"충남",1,2
20130302,"충남",2,1
20130302,"충북",1,1
20130302,"충북",2,2
20130303,"강원",1,0
20130303,"강원",2,3
20130303,"경기",1,5
20130303,"경기",2,2
20130303,"경남",1,0
20130303,"경남",2,2
20130303,"경북",1,3
20130303,"경북",2,2
20130303,"광주",1,1
20130303,"광주",2,1
20130303,"대구",1,0
20130303,"대구",2,1
20130303,"대전",1,1
20130303,"대전",2,0
20130303,"부산",1,0
